timestamp,source_ip,dest_ip,protocol,frame_length,src_port,dst_port,udp_src_port,udp_dst_port,ip_length
frame.time_epoch,ip.src,ip.dst,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.len
"1735855485.854318000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
"1735855485.854427000","102.31.137.53","192.168.1.14","17","1038",,,"42379","63595","1024"
"1735855485.860747000","142.251.37.202","192.168.1.14","17","183",,,"443","62996","169"
"1735855485.861803000","102.31.137.53","192.168.1.14","17","1038",,,"42379","63595","1024"
"1735855485.862277000","102.31.137.53","192.168.1.14","17","1039",,,"42379","63595","1025"
"1735855485.870048000","192.168.1.14","102.31.137.53","17","108",,,"63595","42379","94"
"1735855485.873242000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855485.886945000","102.31.137.53","192.168.1.14","17","154",,,"42379","63595","140"
"1735855485.887169000","192.168.1.14","142.251.37.202","17","75",,,"62996","443","61"
"1735855485.887298000","192.168.1.14","102.31.137.53","17","106",,,"63595","42379","92"
"1735855485.889626000","192.168.1.14","102.31.137.53","17","77",,,"63595","42379","63"
"1735855485.894388000","192.168.1.14","102.31.137.53","17","786",,,"63595","42379","772"
"1735855485.905320000","102.31.137.53","192.168.1.14","17","248",,,"42379","63595","234"
"1735855485.911797000","102.31.137.53","192.168.1.14","17","112",,,"42379","63595","98"
"1735855485.929024000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855485.938657000","102.31.137.53","192.168.1.14","17","1162",,,"42379","63595","1148"
"1735855485.941995000","192.168.1.14","102.31.137.53","17","852",,,"63595","42379","838"
"1735855485.947212000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
"1735855485.950305000","102.31.137.53","192.168.1.14","17","1162",,,"42379","63595","1148"
"1735855485.950817000","102.31.137.53","192.168.1.14","17","1162",,,"42379","63595","1148"
"1735855485.951324000","102.31.137.53","192.168.1.14","17","1162",,,"42379","63595","1148"
"1735855485.951961000","102.31.137.53","192.168.1.14","17","1162",,,"42379","63595","1148"
"1735855485.958489000","102.31.137.53","192.168.1.14","17","88",,,"42379","63595","74"
"1735855485.959256000","102.31.137.53","192.168.1.14","17","265",,,"42379","63595","251"
"1735855485.976312000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855485.992892000","102.31.137.53","192.168.1.14","17","966",,,"42379","63595","952"
"1735855485.993278000","102.31.137.53","192.168.1.14","17","967",,,"42379","63595","953"
"1735855485.994276000","102.31.137.53","192.168.1.14","17","967",,,"42379","63595","953"
"1735855485.994778000","102.31.137.53","192.168.1.14","17","967",,,"42379","63595","953"
"1735855486.005132000","192.168.1.14","102.31.137.53","17","892",,,"63595","42379","878"
"1735855486.025533000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.029302000","102.31.137.53","192.168.1.14","17","266",,,"42379","63595","252"
"1735855486.029302000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855486.048569000","192.168.1.14","102.31.137.53","17","133",,,"63595","42379","119"
"1735855486.068583000","192.168.1.14","102.31.137.53","17","122",,,"63595","42379","108"
"1735855486.069137000","102.31.137.53","192.168.1.14","17","1206",,,"42379","63595","1192"
"1735855486.069292000","192.168.1.14","102.31.137.53","17","861",,,"63595","42379","847"
"1735855486.069722000","102.31.137.53","192.168.1.14","17","1206",,,"42379","63595","1192"
"1735855486.071339000","102.31.137.53","192.168.1.14","17","1207",,,"42379","63595","1193"
"1735855486.072786000","102.31.137.53","192.168.1.14","17","1207",,,"42379","63595","1193"
"1735855486.073638000","102.31.137.53","192.168.1.14","17","1207",,,"42379","63595","1193"
"1735855486.073638000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855486.079739000","102.31.137.53","192.168.1.14","17","213",,,"42379","63595","199"
"1735855486.089909000","192.168.1.14","102.31.137.53","17","118",,,"63595","42379","104"
"1735855486.104298000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.109931000","192.168.1.14","102.31.137.53","17","109",,,"63595","42379","95"
"1735855486.122036000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.128677000","192.168.1.14","102.31.137.53","17","105",,,"63595","42379","91"
"1735855486.129842000","102.31.137.53","192.168.1.14","17","996",,,"42379","63595","982"
"1735855486.130355000","102.31.137.53","192.168.1.14","17","996",,,"42379","63595","982"
"1735855486.130791000","102.31.137.53","192.168.1.14","17","996",,,"42379","63595","982"
"1735855486.131271000","102.31.137.53","192.168.1.14","17","996",,,"42379","63595","982"
"1735855486.134001000","192.168.1.14","102.31.137.53","17","897",,,"63595","42379","883"
"1735855486.140643000","102.31.137.53","192.168.1.14","17","159",,,"42379","63595","145"
"1735855486.148370000","192.168.1.14","102.31.137.53","17","87",,,"63595","42379","73"
"1735855486.170129000","192.168.1.14","102.31.137.53","17","87",,,"63595","42379","73"
"1735855486.173362000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855486.181497000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
"1735855486.181694000","192.168.1.14","102.31.137.53","17","834",,,"63595","42379","820"
"1735855486.190429000","192.168.1.14","102.31.137.53","17","89",,,"63595","42379","75"
"1735855486.190965000","102.31.137.53","192.168.1.14","17","112",,,"42379","63595","98"
"1735855486.202197000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.202786000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.208586000","192.168.1.14","102.31.137.53","17","106",,,"63595","42379","92"
"1735855486.213782000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.214186000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.214683000","102.31.137.53","192.168.1.14","17","1192",,,"42379","63595","1178"
"1735855486.214683000","102.31.137.53","192.168.1.14","17","206",,,"42379","63595","192"
"1735855486.228645000","192.168.1.14","102.31.137.53","17","125",,,"63595","42379","111"
"1735855486.229204000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.246031000","192.168.1.14","102.31.137.53","17","802",,,"63595","42379","788"
"1735855486.249934000","192.168.1.14","102.31.137.53","17","121",,,"63595","42379","107"
"1735855486.260790000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
"1735855486.265335000","102.31.137.53","192.168.1.14","17","220",,,"42379","63595","206"
"1735855486.266611000","102.31.137.53","192.168.1.14","17","980",,,"42379","63595","966"
"1735855486.270289000","192.168.1.14","102.31.137.53","17","134",,,"63595","42379","120"
"1735855486.275622000","102.31.137.53","192.168.1.14","17","980",,,"42379","63595","966"
"1735855486.275991000","102.31.137.53","192.168.1.14","17","980",,,"42379","63595","966"
"1735855486.276567000","102.31.137.53","192.168.1.14","17","981",,,"42379","63595","967"
"1735855486.276567000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.289360000","192.168.1.14","102.31.137.53","17","130",,,"63595","42379","116"
"1735855486.291767000","192.168.1.14","34.139.124.58","6","143","54174","443",,,"129"
"1735855486.291839000","192.168.1.14","34.139.124.58","6","608","54174","443",,,"594"
"1735855486.308786000","192.168.1.14","102.31.137.53","17","138",,,"63595","42379","124"
"1735855486.309475000","192.168.1.14","102.31.137.53","17","1010",,,"63595","42379","996"
"1735855486.323828000","102.31.137.53","192.168.1.14","17","189",,,"42379","63595","175"
"1735855486.325886000","192.168.1.14","34.139.124.58","6","143","54174","443",,,"129"
"1735855486.325941000","192.168.1.14","34.139.124.58","6","2301","54174","443",,,"2287"
"1735855486.330104000","192.168.1.14","102.31.137.53","17","128",,,"63595","42379","114"
"1735855486.334742000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.338452000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
"1735855486.344377000","102.31.137.53","192.168.1.14","17","1059",,,"42379","63595","1045"
"1735855486.344800000","102.31.137.53","192.168.1.14","17","1059",,,"42379","63595","1045"
"1735855486.345301000","102.31.137.53","192.168.1.14","17","1059",,,"42379","63595","1045"
"1735855486.346000000","102.31.137.53","192.168.1.14","17","1059",,,"42379","63595","1045"
"1735855486.346430000","102.31.137.53","192.168.1.14","17","1059",,,"42379","63595","1045"
"1735855486.350188000","192.168.1.14","102.31.137.53","17","132",,,"63595","42379","118"
"1735855486.368734000","192.168.1.14","102.31.137.53","17","138",,,"63595","42379","124"
"1735855486.368925000","192.168.1.14","102.31.137.53","17","112",,,"63595","42379","98"
"1735855486.373378000","192.168.1.14","102.31.137.53","17","820",,,"63595","42379","806"
"1735855486.375864000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.379997000","102.31.137.53","192.168.1.14","17","159",,,"42379","63595","145"
"1735855486.388609000","192.168.1.14","102.31.137.53","17","135",,,"63595","42379","121"
"1735855486.395387000","102.31.137.53","192.168.1.14","17","991",,,"42379","63595","977"
"1735855486.396025000","102.31.137.53","192.168.1.14","17","991",,,"42379","63595","977"
"1735855486.396442000","102.31.137.53","192.168.1.14","17","991",,,"42379","63595","977"
"1735855486.396442000","102.31.137.53","192.168.1.14","17","992",,,"42379","63595","978"
"1735855486.409867000","192.168.1.14","102.31.137.53","17","131",,,"63595","42379","117"
"1735855486.421083000","192.168.1.14","102.31.137.53","17","987",,,"63595","42379","973"
"1735855486.430024000","192.168.1.14","102.31.137.53","17","136",,,"63595","42379","122"
"1735855486.431803000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.431958000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.432021000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.440281000","102.31.137.53","192.168.1.14","17","144",,,"42379","63595","130"
"1735855486.440710000","34.139.124.58","192.168.1.14","6","89","443","54174",,,"75"
"1735855486.448939000","192.168.1.14","102.31.137.53","17","141",,,"63595","42379","127"
"1735855486.449609000","34.139.124.58","192.168.1.14","6","487","443","54174",,,"473"
"1735855486.449609000","34.139.124.58","192.168.1.14","6","85","443","54174",,,"71"
"1735855486.449648000","192.168.1.14","34.139.124.58","6","54","54174","443",,,"40"
"1735855486.468920000","192.168.1.14","102.31.137.53","17","141",,,"63595","42379","127"
"1735855486.468955000","102.31.137.53","192.168.1.14","17","1120",,,"42379","63595","1106"
"1735855486.469505000","102.31.137.53","192.168.1.14","17","1120",,,"42379","63595","1106"
"1735855486.476390000","34.139.124.58","192.168.1.14","6","89","443","54174",,,"75"
"1735855486.476430000","192.168.1.14","34.139.124.58","6","54","54174","443",,,"40"
"1735855486.477055000","102.31.137.53","192.168.1.14","17","1121",,,"42379","63595","1107"
"1735855486.477055000","102.31.137.53","192.168.1.14","17","1121",,,"42379","63595","1107"
"1735855486.477730000","102.31.137.53","192.168.1.14","17","1121",,,"42379","63595","1107"
"1735855486.477730000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855486.477730000","34.139.124.58","192.168.1.14","6","54","443","54174",,,"40"
"1735855486.485542000","192.168.1.14","102.31.137.53","17","840",,,"63595","42379","826"
"1735855486.490226000","192.168.1.14","102.31.137.53","17","134",,,"63595","42379","120"
"1735855486.493080000","34.139.124.58","192.168.1.14","6","487","443","54174",,,"473"
"1735855486.493080000","34.139.124.58","192.168.1.14","6","85","443","54174",,,"71"
"1735855486.493114000","192.168.1.14","34.139.124.58","6","54","54174","443",,,"40"
"1735855486.499332000","102.31.137.53","192.168.1.14","17","144",,,"42379","63595","130"
"1735855486.510173000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.510399000","192.168.1.14","102.31.137.53","17","132",,,"63595","42379","118"
"1735855486.515415000","102.31.137.53","192.168.1.14","17","962",,,"42379","63595","948"
"1735855486.515767000","102.31.137.53","192.168.1.14","17","963",,,"42379","63595","949"
"1735855486.516873000","102.31.137.53","192.168.1.14","17","963",,,"42379","63595","949"
"1735855486.517645000","102.31.137.53","192.168.1.14","17","963",,,"42379","63595","949"
"1735855486.526208000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.528434000","192.168.1.14","102.31.137.53","17","123",,,"63595","42379","109"
"1735855486.548590000","192.168.1.14","102.31.137.53","17","130",,,"63595","42379","116"
"1735855486.549172000","192.168.1.14","102.31.137.53","17","938",,,"63595","42379","924"
"1735855486.556585000","102.31.137.53","192.168.1.14","17","81",,,"42379","63595","67"
"1735855486.559252000","192.168.1.14","34.139.124.58","6","143","54174","443",,,"129"
"1735855486.559340000","192.168.1.14","34.139.124.58","6","608","54174","443",,,"594"
"1735855486.571075000","192.168.1.14","102.31.137.53","17","125",,,"63595","42379","111"
"1735855486.577388000","102.31.137.53","192.168.1.14","17","80",,,"42379","63595","66"
"1735855486.583986000","102.31.137.53","192.168.1.14","17","1085",,,"42379","63595","1071"
"1735855486.585871000","102.31.137.53","192.168.1.14","17","1086",,,"42379","63595","1072"
"1735855486.586304000","102.31.137.53","192.168.1.14","17","1086",,,"42379","63595","1072"
"1735855486.586304000","102.31.137.53","192.168.1.14","17","1086",,,"42379","63595","1072"
"1735855486.586304000","102.31.137.53","192.168.1.14","17","1086",,,"42379","63595","1072"
"1735855486.590485000","192.168.1.14","102.31.137.53","17","128",,,"63595","42379","114"
"1735855486.604104000","192.168.1.14","102.31.137.53","17","88",,,"63595","42379","74"
"1735855486.609084000","192.168.1.14","102.31.137.53","17","138",,,"63595","42379","124"
"1735855486.611255000","192.168.1.14","34.139.124.58","6","143","54174","443",,,"129"
"1735855486.611312000","192.168.1.14","34.139.124.58","6","2300","54174","443",,,"2286"
"1735855486.613667000","192.168.1.14","102.31.137.53","17","815",,,"63595","42379","801"
"1735855486.628523000","192.168.1.14","102.31.137.53","17","133",,,"63595","42379","119"
"1735855486.634593000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.650103000","192.168.1.14","102.31.137.53","17","127",,,"63595","42379","113"
"1735855486.670100000","192.168.1.14","102.31.137.53","17","125",,,"63595","42379","111"
"1735855486.677077000","192.168.1.14","102.31.137.53","17","819",,,"63595","42379","805"
"1735855486.683004000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.683004000","102.31.137.53","192.168.1.14","17","247",,,"42379","63595","233"
"1735855486.684877000","102.31.137.53","192.168.1.14","17","968",,,"42379","63595","954"
"1735855486.685263000","102.31.137.53","192.168.1.14","17","968",,,"42379","63595","954"
"1735855486.688608000","192.168.1.14","102.31.137.53","17","137",,,"63595","42379","123"
"1735855486.694780000","102.31.137.53","192.168.1.14","17","969",,,"42379","63595","955"
"1735855486.695180000","102.31.137.53","192.168.1.14","17","969",,,"42379","63595","955"
"1735855486.708666000","192.168.1.14","102.31.137.53","17","135",,,"63595","42379","121"
"1735855486.710831000","102.31.137.53","192.168.1.14","17","112",,,"42379","63595","98"
"1735855486.711199000","34.139.124.58","192.168.1.14","6","89","443","54174",,,"75"
"1735855486.720615000","102.31.137.53","192.168.1.14","17","1190",,,"42379","63595","1176"
"1735855486.721009000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.721831000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.722300000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.722803000","102.31.137.53","192.168.1.14","17","1191",,,"42379","63595","1177"
"1735855486.722803000","34.139.124.58","192.168.1.14","6","85","443","54174",,,"71"
"1735855486.722831000","192.168.1.14","34.139.124.58","6","66","54174","443",,,"52"
"1735855486.723376000","34.139.124.58","192.168.1.14","6","487","443","54174",,,"473"
"1735855486.723397000","192.168.1.14","34.139.124.58","6","54","54174","443",,,"40"
"1735855486.726009000","192.168.1.14","102.31.137.53","17","638",,,"63595","42379","624"
"1735855486.729752000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.730174000","192.168.1.14","102.31.137.53","17","131",,,"63595","42379","117"
"1735855486.738493000","102.31.137.53","192.168.1.14","17","262",,,"42379","63595","248"
"1735855486.750037000","192.168.1.14","102.31.137.53","17","134",,,"63595","42379","120"
"1735855486.759806000","34.139.124.58","192.168.1.14","6","89","443","54174",,,"75"
"1735855486.760225000","192.168.1.14","102.31.137.53","17","92",,,"63595","42379","78"
"1735855486.762962000","34.139.124.58","192.168.1.14","6","54","443","54174",,,"40"
"1735855486.768414000","192.168.1.14","102.31.137.53","17","135",,,"63595","42379","121"
"1735855486.774044000","34.139.124.58","192.168.1.14","6","487","443","54174",,,"473"
"1735855486.774044000","34.139.124.58","192.168.1.14","6","85","443","54174",,,"71"
"1735855486.774082000","192.168.1.14","34.139.124.58","6","54","54174","443",,,"40"
"1735855486.785051000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.788618000","192.168.1.14","102.31.137.53","17","128",,,"63595","42379","114"
"1735855486.788821000","192.168.1.14","102.31.137.53","17","1039",,,"63595","42379","1025"
"1735855486.798383000","102.31.137.53","192.168.1.14","17","999",,,"42379","63595","985"
"1735855486.798779000","102.31.137.53","192.168.1.14","17","999",,,"42379","63595","985"
"1735855486.799281000","102.31.137.53","192.168.1.14","17","1000",,,"42379","63595","986"
"1735855486.799756000","102.31.137.53","192.168.1.14","17","1000",,,"42379","63595","986"
"1735855486.799756000","102.31.137.53","192.168.1.14","17","247",,,"42379","63595","233"
"1735855486.809833000","192.168.1.14","102.31.137.53","17","123",,,"63595","42379","109"
"1735855486.830072000","192.168.1.14","102.31.137.53","17","120",,,"63595","42379","106"
"1735855486.830727000","102.31.137.53","192.168.1.14","17","84",,,"42379","63595","70"
"1735855486.838178000","192.168.1.14","102.31.137.53","17","84",,,"63595","42379","70"
